applicant_id,loan_id,bank,summa,muddat_oy,oylik_tolov,qoldiq,max_kechikish_kun,status
A000503,L0000411,BANK-03,5803623,36,198620,3700009,0,faol
A000504,L0000412,BANK-05,20700472,36,711103,10950419,45,faol
A000504,L0000413,BANK-08,2694289,36,84497,1270750,0,faol
A000505,L0000414,BANK-06,6651294,6,1246386,4533432,0,faol
A000505,L0000415,BANK-02,27950325,24,1528562,22862620,0,yopilgan
A000507,L0000416,BANK-07,23706781,24,1279252,21053526,95,faol
A000509,L0000417,BANK-02,5717395,12,624213,1629950,15,faol
A000511,L0000418,BANK-11,7510291,6,1478731,4162852,0,faol
A000511,L0000419,BANK-11,2555780,60,50675,1153222,0,faol
A000513,L0000420,BANK-07,2608297,24,126814,785042,15,faol
A000513,L0000421,BANK-08,10632882,12,987678,4959637,0,faol
A000516,L0000422,BANK-05,24862931,18,1749342,6454073,15,faol
A000516,L0000423,BANK-11,3978134,12,435957,1170707,15,faol
A000517,L0000424,BANK-01,19868079,12,2205711,13433194,0,faol
A000519,L0000425,BANK-01,42530192,12,4519380,14016137,0,faol
A000519,L0000426,BANK-09,19116275,60,381817,3119113,95,faol
A000520,L0000427,BANK-02,3182452,60,69608,1721650,0,yopilgan
A000521,L0000428,BANK-04,7499720,36,280842,5072174,0,faol
A000522,L0000429,BANK-11,6750670,12,627282,5207462,0,yopilgan
A000522,L0000430,BANK-05,4194351,6,814292,1759601,0,faol
A000524,L0000431,BANK-02,33092532,12,3046358,11187530,0,faol
A000525,L0000432,BANK-01,13610000,18,918678,10554563,0,faol
A000526,L0000433,BANK-02,24101254,60,471398,15420422,0,yopilgan
A000527,L0000434,BANK-11,8238233,60,177895,4360358,0,faol
A000529,L0000435,BANK-12,12533736,12,1408515,3726398,95,faol
A000530,L0000436,BANK-03,15862810,24,740611,5626360,0,faol
A000530,L0000437,BANK-07,15208077,12,1463871,11094164,0,faol
A000531,L0000438,BANK-12,38087085,12,3479077,26628326,0,faol
A000531,L0000439,BANK-06,10335718,60,197147,1547594,0,faol
A000532,L0000440,BANK-03,13879069,6,2926315,3441757,0,faol
A000532,L0000441,BANK-12,16090256,18,1150512,1705936,0,faol
A000534,L0000442,BANK-05,14915046,6,3246586,11097155,0,yopilgan
A000535,L0000443,BANK-06,4414446,12,447014,560697,0,faol
A000538,L0000444,BANK-01,76012878,6,15453371,25774210,0,faol
A000539,L0000445,BANK-05,3640796,18,220800,1489781,0,faol
A000541,L0000446,BANK-10,13222090,36,395627,9664147,0,faol
A000542,L0000447,BANK-10,18013842,6,3629675,10789673,0,yopilgan
A000543,L0000448,BANK-11,14528392,12,1494257,4945928,0,faol
A000543,L0000449,BANK-10,22143293,12,2288314,17975575,0,faol
A000545,L0000450,BANK-09,5377111,60,98793,4642650,0,faol
A000551,L0000451,BANK-11,8521292,24,391511,2803078,0,faol
A000551,L0000452,BANK-01,16288283,24,813068,7068258,0,faol
A000552,L0000453,BANK-07,15094855,12,1361105,10126068,0,faol
A000552,L0000454,BANK-11,5612943,36,209726,3260145,45,faol
A000553,L0000455,BANK-12,6488076,12,602226,1037281,15,yopilgan
A000553,L0000456,BANK-05,8192769,24,402603,4010658,0,faol
A000554,L0000457,BANK-12,6905762,36,213306,3532129,0,faol
A000556,L0000458,BANK-09,4468842,24,247318,3603178,0,yopilgan
A000556,L0000459,BANK-01,16829643,12,1872097,3812586,0,faol
A000556,L0000460,BANK-03,27239437,36,853531,15257281,0,yopilgan
A000557,L0000461,BANK-02,8630272,36,273687,5053526,15,yopilgan
A000558,L0000462,BANK-05,9988023,6,1922888,3448620,0,yopilgan
A000558,L0000463,BANK-11,13032071,24,588098,4726213,0,faol
A000564,L0000464,BANK-08,11967058,18,776777,5697561,0,yopilgan
A000564,L0000465,BANK-08,9121759,6,1722138,7966598,0,faol
A000566,L0000466,BANK-02,7905949,6,1420432,2092840,15,faol
A000566,L0000467,BANK-12,11352642,24,536415,3010591,45,faol
A000567,L0000468,BANK-04,19709170,36,623598,10901697,15,faol
A000567,L0000469,BANK-02,6473425,6,1437245,2927792,15,faol
A000567,L0000470,BANK-02,11541817,6,2209101,10294174,0,faol
A000570,L0000471,BANK-09,956530,12,96326,801777,0,faol
A000573,L0000472,BANK-06,19942350,6,4078947,3336169,45,faol
A000573,L0000473,BANK-09,47120586,6,9521951,26145966,0,faol
A000575,L0000474,BANK-01,13295687,18,820082,10555076,0,faol
A000576,L0000475,BANK-02,17046454,60,382418,3171411,45,faol
A000577,L0000476,BANK-03,26117762,18,1670582,16470028,0,faol
A000577,L0000477,BANK-01,20418221,24,950789,8633124,0,faol
A000579,L0000478,BANK-12,9333056,18,568396,1840800,0,faol
A000579,L0000479,BANK-03,4795775,6,841891,1025621,0,faol
A000584,L0000480,BANK-03,41770088,12,3757539,30917164,0,faol
A000584,L0000481,BANK-12,7300768,36,234833,5356109,0,faol
A000585,L0000482,BANK-09,21282845,60,446858,16109429,0,faol
A000587,L0000483,BANK-11,12961713,60,278136,5704235,0,faol
A000587,L0000484,BANK-02,44330722,18,2737556,6781562,0,faol
A000589,L0000485,BANK-03,8196859,36,246681,3209780,0,faol
A000594,L0000486,BANK-12,93151885,24,5054346,57270498,0,faol
A000595,L0000487,BANK-09,6045784,36,213861,1705752,0,faol
A000597,L0000488,BANK-06,2656691,60,55706,1477768,0,faol
A000598,L0000489,BANK-02,23875634,24,1329286,17631812,0,faol
A000599,L0000490,BANK-11,45561766,24,2147377,27453824,0,faol
A000599,L0000491,BANK-04,6074391,60,126269,2648305,0,faol
A000606,L0000492,BANK-07,27286650,36,805101,15462436,15,faol
A000607,L0000493,BANK-12,4602665,18,294376,2661028,15,faol
A000608,L0000494,BANK-06,15604084,24,834819,5640316,95,yopilgan
A000608,L0000495,BANK-03,1660978,60,29667,1011965,15,faol
A000609,L0000496,BANK-09,25362162,6,4467835,16798101,15,yopilgan
A000609,L0000497,BANK-08,9291809,36,328642,3782600,0,faol
A000609,L0000498,BANK-03,8827380,6,1885460,3072759,0,faol
A000610,L0000499,BANK-01,4730501,12,521522,4153761,15,faol
A000610,L0000500,BANK-08,5527851,6,991821,4268702,45,faol
A000612,L0000501,BANK-02,9537182,12,1035113,3151838,15,faol
A000612,L0000502,BANK-10,143854603,60,2674599,111075066,15,faol
A000613,L0000503,BANK-08,15382336,36,534326,3437706,0,yopilgan
A000616,L0000504,BANK-05,16458778,6,3336012,3552813,0,faol
A000617,L0000505,BANK-01,7288527,60,134067,1928307,0,faol
A000618,L0000506,BANK-12,16855055,18,1164001,6109783,15,yopilgan
A000618,L0000507,BANK-07,11232871,36,329146,7766250,15,faol
A000618,L0000508,BANK-11,71769389,18,5094593,36317494,0,yopilgan
A000619,L0000509,BANK-01,15543228,12,1389063,4405820,0,faol
A000620,L0000510,BANK-01,7001377,24,361932,4296489,0,faol
A000623,L0000511,BANK-10,46151522,18,3131149,15167629,0,yopilgan
A000624,L0000512,BANK-05,14847481,36,442809,6011645,0,faol
A000625,L0000513,BANK-07,10599218,24,483980,6574993,15,faol
A000625,L0000514,BANK-02,10363601,60,203737,3638780,0,faol
A000627,L0000515,BANK-12,17278443,12,1626705,4239256,15,faol
A000628,L0000516,BANK-09,11329705,24,605021,9127252,15,yopilgan
A000629,L0000517,BANK-10,11081849,36,338592,3476650,0,faol
A000631,L0000518,BANK-10,117587339,18,8148156,34110786,0,faol
A000632,L0000519,BANK-03,27130919,60,590856,9999195,0,yopilgan
A000632,L0000520,BANK-10,5715213,12,518950,2493008,15,faol
A000634,L0000521,BANK-01,11339280,12,1113759,1926375,0,faol
A000636,L0000522,BANK-02,6989001,18,476765,1089366,0,faol
A000636,L0000523,BANK-12,7369538,36,222571,2865597,15,faol
A000637,L0000524,BANK-11,9096263,24,442205,1426042,0,faol
A000638,L0000525,BANK-12,13382586,36,455163,10027769,0,faol
A000640,L0000526,BANK-11,6641833,12,624469,2178020,0,yopilgan
A000640,L0000527,BANK-07,8190070,36,264787,3254520,0,faol
A000644,L0000528,BANK-01,2698748,12,256150,2218315,95,faol
A000646,L0000529,BANK-10,20635005,36,637211,2069673,0,faol
A000646,L0000530,BANK-11,35087481,60,743287,17687957,0,faol
A000648,L0000531,BANK-06,28993916,12,2892049,9676773,0,faol
A000648,L0000532,BANK-03,21277698,6,4718311,3551559,0,faol
A000648,L0000533,BANK-11,15324140,12,1533023,5273762,0,faol
A000650,L0000534,BANK-01,10377764,60,197556,4740386,0,faol
A000650,L0000535,BANK-02,6971822,6,1221330,3520309,0,faol
A000652,L0000536,BANK-11,25822625,18,1665317,10120848,15,faol
A000652,L0000537,BANK-08,7383409,36,249127,1142404,0,faol
A000652,L0000538,BANK-09,18591844,24,870483,3223420,0,faol
A000657,L0000539,BANK-04,2309167,18,142895,597996,45,faol
A000659,L0000540,BANK-12,15809764,36,566826,5333996,0,faol
A000661,L0000541,BANK-03,17571205,18,1082964,5079903,0,faol
A000664,L0000542,BANK-03,73890329,6,13611117,15211530,0,faol
A000665,L0000543,BANK-12,26601418,12,2942967,16337595,95,yopilgan
A000666,L0000544,BANK-12,5006467,6,1041175,1988604,0,faol
A000668,L0000545,BANK-05,5703111,24,284132,838264,0,faol
A000669,L0000546,BANK-02,19254972,60,401812,6296080,15,faol
A000669,L0000547,BANK-05,15238186,12,1504349,6071725,0,faol
A000670,L0000548,BANK-07,20865183,60,412663,15808100,0,faol
A000672,L0000549,BANK-12,8819436,18,571457,2726489,0,faol
A000673,L0000550,BANK-12,13856254,24,609735,4485710,0,yopilgan
A000674,L0000551,BANK-05,8762253,24,442535,3110693,45,faol
A000674,L0000552,BANK-01,15441613,18,1050486,12162946,0,yopilgan
A000677,L0000553,BANK-10,35939431,60,763264,16387860,0,yopilgan
A000677,L0000554,BANK-07,11376181,18,793243,1235117,0,yopilgan
A000679,L0000555,BANK-12,7059865,60,147249,2703788,0,faol
A000680,L0000556,BANK-07,22969485,6,4951662,7328125,0,faol
A000680,L0000557,BANK-02,22418296,24,1253824,10783009,15,faol
A000681,L0000558,BANK-10,14999798,36,498429,11718658,0,faol
A000682,L0000559,BANK-08,137374308,36,4225490,50736842,0,faol
A000682,L0000560,BANK-09,31535414,60,579766,23358368,0,faol
A000683,L0000561,BANK-04,41814430,6,9255108,13125951,0,yopilgan
A000684,L0000562,BANK-02,2481377,12,236955,1465226,0,faol
A000685,L0000563,BANK-09,46060659,60,963576,17723416,15,faol
A000686,L0000564,BANK-10,10855054,24,599811,4398173,0,faol
A000687,L0000565,BANK-06,13997070,18,918914,10054006,0,faol
A000687,L0000566,BANK-04,4307606,24,191983,1852198,0,faol
A000688,L0000567,BANK-10,7963879,18,596051,6849591,95,yopilgan
A000689,L0000568,BANK-06,35528794,36,1066429,7779346,0,faol
A000690,L0000569,BANK-02,10746285,12,1106036,8841519,0,faol
A000691,L0000570,BANK-07,15619501,6,2950421,12292929,0,faol
A000691,L0000571,BANK-03,13502345,12,1236463,5535516,0,faol
A000691,L0000572,BANK-11,14425547,12,1307811,3468763,0,faol
A000692,L0000573,BANK-08,39346226,12,3915405,19866057,45,faol
A000693,L0000574,BANK-11,13468377,60,272227,9830482,45,faol
A000693,L0000575,BANK-01,6395787,18,474633,3098791,15,faol
A000695,L0000576,BANK-04,25439645,18,1729941,18744199,0,yopilgan
A000695,L0000577,BANK-10,5073188,6,921423,3719647,0,faol
A000699,L0000578,BANK-09,10491518,24,564527,9192426,15,faol
A000700,L0000579,BANK-04,37496469,18,2444054,28026551,0,faol
A000703,L0000580,BANK-07,48289414,6,8645781,17465007,0,faol
A000703,L0000581,BANK-04,9561184,6,1940690,3210397,0,yopilgan
A000705,L0000582,BANK-01,1446765,24,71576,1162483,0,faol
A000708,L0000583,BANK-02,5251544,60,105990,748998,45,faol
A000710,L0000584,BANK-11,19406209,60,372970,6710536,0,faol
A000712,L0000585,BANK-07,1939846,36,70239,458311,0,faol
A000712,L0000586,BANK-10,20163807,24,995908,3105200,0,faol
A000714,L0000587,BANK-08,68017430,12,7361852,7919033,0,yopilgan
A000714,L0000588,BANK-10,31205946,36,934671,11178303,15,faol
A000715,L0000589,BANK-08,6729330,12,660085,3814756,0,faol
A000715,L0000590,BANK-08,27607021,18,1895601,22533995,0,faol
A000717,L0000591,BANK-07,2866178,12,312288,1509331,0,yopilgan
A000718,L0000592,BANK-08,36791200,18,2650240,12381712,45,faol
A000718,L0000593,BANK-10,5564115,24,244779,1650926,0,faol
A000718,L0000594,BANK-02,34976478,18,2459632,23004206,0,faol
A000720,L0000595,BANK-08,2955939,24,139919,789648,0,faol
A000721,L0000596,BANK-07,17527330,36,517767,8100064,0,faol
A000722,L0000597,BANK-05,50826342,6,10389287,27586931,0,faol
A000726,L0000598,BANK-05,25406498,36,819409,19160876,0,yopilgan
A000727,L0000599,BANK-03,138239204,24,6872174,105580338,15,faol
A000728,L0000600,BANK-07,19647236,36,660664,15444955,45,faol
A000734,L0000601,BANK-05,7903902,60,154164,4833935,0,yopilgan
A000734,L0000602,BANK-09,22635294,24,1190317,9712018,0,faol
A000734,L0000603,BANK-08,15824702,60,349123,5361484,0,faol
A000735,L0000604,BANK-07,8620242,18,561555,2303177,0,faol
A000737,L0000605,BANK-04,59949350,36,1806337,46142801,0,faol
A000737,L0000606,BANK-11,16198034,60,327494,12000930,15,faol
A000738,L0000607,BANK-09,11030167,60,234338,2030274,0,faol
A000741,L0000608,BANK-05,24211288,24,1294770,11450125,0,faol
A000741,L0000609,BANK-04,27751409,12,2679870,20839584,0,faol
A000744,L0000610,BANK-06,25363131,18,1560250,6232907,0,faol
A000744,L0000611,BANK-10,16595122,36,535731,2453363,0,faol
A000746,L0000612,BANK-08,9632174,12,877018,6224634,0,yopilgan
A000747,L0000613,BANK-03,31003244,36,1033610,9498498,0,faol
A000748,L0000614,BANK-07,9088713,60,174779,5525966,0,yopilgan
A000750,L0000615,BANK-12,34680400,60,641260,8325004,0,faol
A000752,L0000616,BANK-04,5482913,6,1030687,707051,15,faol
A000753,L0000617,BANK-03,12334554,6,2714406,10323874,0,yopilgan
A000753,L0000618,BANK-09,426834,18,29912,214397,15,faol
A000755,L0000619,BANK-12,5749248,6,1236076,914762,0,faol
A000755,L0000620,BANK-05,11394591,60,210061,6352485,0,faol
A000756,L0000621,BANK-12,11576292,60,206368,9291539,0,faol
A000760,L0000622,BANK-08,30652552,6,6796714,19422686,0,faol
A000761,L0000623,BANK-06,19351244,60,397293,8091530,15,faol
A000764,L0000624,BANK-12,6388169,12,694566,5661574,0,faol
A000766,L0000625,BANK-11,17902370,24,909669,4727381,15,yopilgan
A000767,L0000626,BANK-04,16556524,6,3151918,7241846,15,faol
A000770,L0000627,BANK-07,10579235,6,2025344,8063275,0,faol
A000770,L0000628,BANK-03,21558086,18,1336091,16919496,0,faol
A000774,L0000629,BANK-01,17813767,24,961624,4431139,45,faol
A000775,L0000630,BANK-11,6417701,36,209715,4785860,0,yopilgan
A000775,L0000631,BANK-06,11318368,24,619758,9691168,0,faol
A000775,L0000632,BANK-04,5574038,18,387305,2330088,15,yopilgan
A000776,L0000633,BANK-07,5632467,36,172491,1804377,0,faol
A000777,L0000634,BANK-05,13656290,18,815472,7823578,0,faol
A000779,L0000635,BANK-12,33834527,6,6791332,19344137,0,faol
A000779,L0000636,BANK-01,26261664,24,1209251,21866666,15,yopilgan
A000779,L0000637,BANK-12,45470787,12,4808125,11974537,15,faol
A000781,L0000638,BANK-03,6902193,12,618055,4125048,0,yopilgan
A000781,L0000639,BANK-05,19334585,24,908172,2297343,0,faol
A000782,L0000640,BANK-11,14856482,36,554780,3300767,0,faol
A000783,L0000641,BANK-12,16156330,18,978604,2001467,0,yopilgan
A000783,L0000642,BANK-02,27809738,12,2615327,21131398,0,faol
A000783,L0000643,BANK-12,12793116,24,682048,8984094,15,faol
A000785,L0000644,BANK-04,21878580,12,1974063,12163037,0,faol
A000789,L0000645,BANK-03,4109945,12,447517,2005891,0,faol
A000790,L0000646,BANK-05,11148491,6,2154507,6019485,0,faol
A000790,L0000647,BANK-01,26560803,6,5195661,4835814,0,faol
A000793,L0000648,BANK-10,18323849,36,577744,8150637,0,faol
A000797,L0000649,BANK-06,6311443,6,1265536,4336393,0,faol
A000798,L0000650,BANK-10,19527818,36,637321,16928002,15,faol
A000805,L0000651,BANK-04,14119707,36,419095,12180699,95,faol
A000805,L0000652,BANK-11,4987787,36,157675,3519878,15,faol
A000805,L0000653,BANK-10,18503866,36,634324,5959441,15,faol
A000807,L0000654,BANK-01,3544666,60,74307,368084,0,faol
A000808,L0000655,BANK-11,13995609,12,1506173,9223004,0,faol
A000810,L0000656,BANK-11,6942739,6,1322299,4434753,0,faol
A000813,L0000657,BANK-11,10220672,6,1995701,2790100,15,faol
A000814,L0000658,BANK-04,5924454,6,1259779,5118228,15,faol
A000814,L0000659,BANK-11,10602857,60,224835,3802439,0,faol
A000816,L0000660,BANK-05,41418871,18,2584985,22199894,0,faol
A000817,L0000661,BANK-03,1597445,12,145072,578277,15,faol
A000817,L0000662,BANK-12,3354495,12,330356,1770772,0,faol
A000821,L0000663,BANK-11,7833982,60,162805,6169837,0,yopilgan
A000822,L0000664,BANK-10,4849660,36,145918,2831741,0,faol
A000824,L0000665,BANK-04,4644097,60,90326,1284008,45,faol
A000824,L0000666,BANK-03,33742865,6,6646773,13096784,45,faol
A000826,L0000667,BANK-01,39215635,18,2902466,27867798,0,faol
A000828,L0000668,BANK-04,9536741,12,997419,7724239,0,faol
A000828,L0000669,BANK-04,7941004,36,269649,1391152,0,yopilgan
A000828,L0000670,BANK-03,9783800,12,967248,1708003,45,faol
A000830,L0000671,BANK-07,16876499,60,332815,3088760,0,yopilgan
A000832,L0000672,BANK-07,14459428,24,805753,7298805,0,faol
A000833,L0000673,BANK-10,4404242,36,139161,2521251,0,faol
A000833,L0000674,BANK-05,5910149,36,174325,2128773,0,yopilgan
A000834,L0000675,BANK-08,49645302,6,10692944,13337553,15,faol
A000834,L0000676,BANK-02,5953212,36,191206,3423035,0,faol
A000835,L0000677,BANK-11,5927178,60,131835,1632441,0,faol
A000837,L0000678,BANK-06,22249676,60,411323,9502720,45,yopilgan
A000837,L0000679,BANK-12,24592406,60,551496,17460621,0,faol
A000838,L0000680,BANK-01,23967422,36,802651,4763761,0,faol
A000839,L0000681,BANK-01,31793323,60,629132,10490888,0,yopilgan
A000840,L0000682,BANK-09,29898233,12,2627102,4826845,0,faol
A000841,L0000683,BANK-04,11057568,18,796794,1357441,0,faol
A000841,L0000684,BANK-01,7671550,24,405247,3435908,0,faol
A000842,L0000685,BANK-11,18928911,60,384145,15486440,0,faol
A000843,L0000686,BANK-09,10293440,36,316057,2752051,0,faol
A000844,L0000687,BANK-03,7125405,18,437038,1470650,15,faol
A000845,L0000688,BANK-11,10801581,24,486851,8714551,95,faol
A000845,L0000689,BANK-02,6526103,24,322816,5613300,15,faol
A000846,L0000690,BANK-12,17695218,18,1066202,10018955,0,faol
A000849,L0000691,BANK-05,7713781,12,806694,977309,0,yopilgan
A000850,L0000692,BANK-06,6752871,6,1477917,2328348,15,yopilgan
A000850,L0000693,BANK-11,8424492,60,169128,5184295,0,faol
A000851,L0000694,BANK-03,10488157,24,555659,3144628,0,faol
A000855,L0000695,BANK-03,23041751,12,2528426,6244375,15,faol
A000856,L0000696,BANK-08,17305535,36,574127,7351904,0,yopilgan
A000856,L0000697,BANK-04,8576535,12,791927,1897506,0,faol
A000858,L0000698,BANK-11,7107456,12,683923,2428763,0,faol
A000860,L0000699,BANK-09,13107939,6,2683235,8426315,0,faol
A000863,L0000700,BANK-05,3114456,12,333422,1740902,0,faol
A000864,L0000701,BANK-10,11814307,24,659636,7547577,15,yopilgan
A000865,L0000702,BANK-09,9854536,6,1987042,2348065,0,faol
A000867,L0000703,BANK-07,45492601,6,9226477,27658628,0,faol
A000872,L0000704,BANK-01,15748240,60,337877,3185458,0,faol
A000874,L0000705,BANK-07,12805860,12,1148822,1708655,0,faol
A000875,L0000706,BANK-06,8819625,60,157158,6430269,0,faol
A000876,L0000707,BANK-02,26188068,12,2343895,23009362,0,faol
A000878,L0000708,BANK-02,40659880,60,903808,27592361,0,faol
A000878,L0000709,BANK-12,5654403,36,209169,826044,0,faol
A000879,L0000710,BANK-12,34946667,6,6371764,13231634,0,faol
A000879,L0000711,BANK-05,20085464,6,4144411,11324455,0,faol
A000880,L0000712,BANK-02,7093590,60,139808,4684841,0,faol
A000881,L0000713,BANK-03,27687940,6,5791515,24700751,0,yopilgan
A000881,L0000714,BANK-03,3075181,36,98716,2203604,0,faol
A000882,L0000715,BANK-03,8598731,12,844424,2090625,0,faol
A000885,L0000716,BANK-03,59171321,24,3307977,37266385,0,faol
A000885,L0000717,BANK-08,12658396,60,260402,8012007,0,yopilgan
A000886,L0000718,BANK-04,24527482,36,796798,5562917,0,faol
A000887,L0000719,BANK-06,7057099,60,141328,6254023,0,faol
A000889,L0000720,BANK-10,41532874,6,8425646,24805270,45,faol
A000890,L0000721,BANK-11,14673171,36,505739,10804380,15,faol
A000890,L0000722,BANK-10,4687004,24,225117,1052277,0,faol
A000891,L0000723,BANK-05,8669876,18,508519,6611544,0,faol
A000891,L0000724,BANK-04,16384810,12,1531650,3183809,0,faol
A000893,L0000725,BANK-06,24604204,36,793267,14386041,15,faol
A000893,L0000726,BANK-02,6683531,18,412739,4468775,45,yopilgan
A000894,L0000727,BANK-08,28245196,18,1995976,7624039,0,yopilgan
A000894,L0000728,BANK-06,13416434,6,2936733,9339705,15,yopilgan
A000896,L0000729,BANK-01,10340582,60,208513,1078792,0,faol
A000898,L0000730,BANK-08,16761456,12,1474727,6486398,0,faol
A000898,L0000731,BANK-09,22303419,18,1470551,17987916,0,yopilgan
A000901,L0000732,BANK-01,17081000,12,1750071,5125529,0,faol
A000903,L0000733,BANK-06,4775865,60,92323,4206924,0,faol
A000904,L0000734,BANK-11,23862089,36,873489,15199276,0,faol
A000904,L0000735,BANK-04,15211784,6,3057891,2721280,0,faol
A000904,L0000736,BANK-11,7180236,6,1611072,1034439,0,faol
A000905,L0000737,BANK-05,6744948,12,723855,3450495,0,faol
A000906,L0000738,BANK-10,3476763,18,254806,2951650,95,yopilgan
A000907,L0000739,BANK-01,91319028,60,2047542,77223885,0,faol
A000911,L0000740,BANK-04,12664063,18,824431,6839358,0,faol
A000912,L0000741,BANK-08,6823972,12,708627,4772532,15,yopilgan
A000913,L0000742,BANK-02,7109866,24,363618,4758885,15,faol
A000913,L0000743,BANK-10,17682642,24,830297,2356577,0,yopilgan
A000915,L0000744,BANK-02,18377963,12,1996240,12647134,0,faol
A000915,L0000745,BANK-07,34789011,6,6268893,27846638,0,faol
A000920,L0000746,BANK-08,8616988,24,462331,6291517,0,yopilgan
A000921,L0000747,BANK-09,12888458,36,403330,11505357,0,faol
A000921,L0000748,BANK-06,26965148,24,1380084,4829130,0,yopilgan
A000923,L0000749,BANK-06,30123288,60,540582,12645529,0,faol
A000923,L0000750,BANK-12,6653452,24,324578,1132506,0,faol
A000924,L0000751,BANK-03,4264320,6,760442,2985558,0,yopilgan
A000924,L0000752,BANK-01,3101596,60,65800,1149241,0,faol
A000924,L0000753,BANK-03,17733274,36,651508,13955942,0,faol
A000925,L0000754,BANK-07,7002452,36,211657,5625640,0,faol
A000926,L0000755,BANK-05,23818240,36,893017,11235845,0,faol
A000927,L0000756,BANK-06,8452712,18,599735,4034173,0,faol
A000930,L0000757,BANK-05,3021917,60,59768,2709703,0,faol
A000930,L0000758,BANK-12,7139878,60,136587,6248326,0,faol
A000930,L0000759,BANK-06,32641443,36,1158281,22702834,45,yopilgan
A000933,L0000760,BANK-10,28552539,36,1018844,19818663,0,faol
A000933,L0000761,BANK-05,5348487,6,1006751,1696221,0,faol
A000934,L0000762,BANK-09,8874306,6,1767696,4459029,0,faol
A000934,L0000763,BANK-08,14543692,36,524971,5310231,0,faol
A000935,L0000764,BANK-04,12448375,36,410807,7517776,0,faol
A000935,L0000765,BANK-10,15830561,36,524173,4407366,0,yopilgan
A000935,L0000766,BANK-07,5856675,36,199191,4688769,0,yopilgan
A000936,L0000767,BANK-04,9487304,18,597370,6637689,0,yopilgan
A000938,L0000768,BANK-12,15510455,12,1740056,1579126,0,faol
A000945,L0000769,BANK-07,37637714,6,6740084,16639297,45,faol
A000945,L0000770,BANK-12,6281066,36,226943,5256543,0,yopilgan
A000946,L0000771,BANK-02,3863274,36,119627,2051753,15,faol
A000951,L0000772,BANK-04,62497999,24,2975859,56065886,15,yopilgan
A000953,L0000773,BANK-09,7072203,6,1337542,5052109,0,faol
A000954,L0000774,BANK-06,12481778,60,246156,3878499,95,faol
A000956,L0000775,BANK-08,5007474,12,508686,2929288,0,faol
A000957,L0000776,BANK-04,16170301,18,1032185,11832593,45,yopilgan
A000959,L0000777,BANK-05,12507577,24,611400,3394489,0,yopilgan
A000959,L0000778,BANK-08,6657514,60,124197,5400730,0,faol
A000961,L0000779,BANK-07,22119625,6,4578394,4777883,15,yopilgan
A000964,L0000780,BANK-04,19050038,18,1322502,6742187,0,faol
A000964,L0000781,BANK-07,47618140,24,2400380,13418024,15,faol
A000966,L0000782,BANK-12,28731772,36,902008,10631800,0,faol
A000967,L0000783,BANK-03,1841681,24,85630,361737,15,faol
A000967,L0000784,BANK-09,21319399,24,1074013,9423168,0,yopilgan
A000971,L0000785,BANK-06,28556607,18,2086246,19020175,45,yopilgan
A000972,L0000786,BANK-01,14609905,12,1418302,3755121,0,faol
A000974,L0000787,BANK-04,1597706,60,33998,1158658,0,yopilgan
A000976,L0000788,BANK-01,12348002,12,1103654,3608588,45,faol
A000976,L0000789,BANK-07,47242466,18,3419676,37307651,0,faol
A000978,L0000790,BANK-09,6819404,36,209540,1594078,0,faol
A000978,L0000791,BANK-05,24920578,36,858736,11043567,0,faol
A000981,L0000792,BANK-08,12518511,12,1140516,11030242,0,yopilgan
A000982,L0000793,BANK-11,10932650,6,1988003,3129059,0,faol
A000983,L0000794,BANK-03,28433577,18,1727869,8371143,45,yopilgan
A000983,L0000795,BANK-08,19043348,36,559102,14898926,15,faol
A000985,L0000796,BANK-11,5075212,60,106265,832349,45,faol
A000985,L0000797,BANK-05,30788948,60,579652,21955059,0,yopilgan
A000985,L0000798,BANK-02,14023153,18,922095,2789464,0,faol
A000987,L0000799,BANK-05,15198849,12,1580188,4880525,0,faol
A000987,L0000800,BANK-06,13801950,6,2977436,6624595,0,yopilgan
A000987,L0000801,BANK-12,3079872,36,110393,1927531,15,faol
A000989,L0000802,BANK-11,11193484,18,778895,5589134,0,faol
A000992,L0000803,BANK-10,43096191,18,2937584,7731018,0,faol
A000992,L0000804,BANK-01,26579651,36,947519,4386283,15,yopilgan
A000996,L0000805,BANK-10,3970253,36,138044,2265618,45,faol
A000997,L0000806,BANK-11,5625810,12,495088,4384063,15,faol
A000997,L0000807,BANK-01,34432900,12,3455870,17868782,0,faol
A000997,L0000808,BANK-06,12879079,36,452788,8866271,0,faol
A000999,L0000809,BANK-12,53128859,60,1025127,21427150,0,faol
A000999,L0000810,BANK-06,6892638,18,458215,2357092,0,faol
A001000,L0000811,BANK-05,4245783,6,804336,2561749,0,faol
A001000,L0000812,BANK-05,33824272,24,1855801,27807652,15,faol
A001001,L0000813,BANK-12,12327297,6,2183670,6330099,45,faol
A001001,L0000814,BANK-02,13698455,6,2925948,10875834,0,yopilgan
A001001,L0000815,BANK-10,18421792,18,1083807,1936061,15,faol
A001004,L0000816,BANK-11,23194569,6,4870137,13918012,0,faol
A001005,L0000817,BANK-10,31042964,12,2738043,10949549,0,faol
A001005,L0000818,BANK-08,3750236,18,275700,2586098,0,faol
A001007,L0000819,BANK-08,3528560,18,242111,1433812,15,yopilgan
A001007,L0000820,BANK-12,19950229,36,692679,10144805,0,yopilgan
