application_id,applicant_id,ariza_sana,sorlgan_summa,maqsad,muddat_oy,mavjud_oylik_yuk,natija
AP000398,A000398,2024-09-16,16698232,mikrobiznes,24,2187009,toladi
AP000399,A000399,2024-11-04,23900629,avto,60,1255557,toladi
AP000400,A000400,2025-02-02,25442175,iste'mol,12,891488,toladi
AP000401,A000401,2024-09-15,20140553,kredit_karta,6,331129,toladi
AP000402,A000402,2024-05-08,10406610,kredit_karta,60,0,toladi
AP000403,A000403,2024-10-13,16099436,mikrobiznes,6,1361327,toladi
AP000404,A000404,2024-11-01,4938194,ipoteka,24,1502562,toladi
AP000405,A000405,2025-01-06,4927850,ta'lim,60,583817,toladi
AP000406,A000406,2024-12-06,67161620,ipoteka,36,1132690,toladi
AP000407,A000407,2024-09-12,59089188,mikrobiznes,24,1854249,toladi
AP000408,A000408,2024-04-09,10582853,ta'lim,12,0,toladi
AP000409,A000409,2025-01-28,33300875,ipoteka,6,0,toladi
AP000410,A000410,2025-02-18,16460790,mikrobiznes,24,886214,toladi
AP000411,A000411,2025-01-04,51827539,ta'lim,36,3295167,toladi
AP000412,A000412,2024-09-24,17610111,avto,24,3986425,toladi
AP000413,A000413,2024-06-29,54923528,kredit_karta,36,3769406,toladi
AP000414,A000414,2024-10-24,14399049,mikrobiznes,6,0,toladi
AP000415,A000415,2024-10-04,70394486,ipoteka,24,1616937,toladi
AP000416,A000416,2024-06-01,21292285,mikrobiznes,12,1661389,toladi
AP000417,A000417,2024-06-08,57560896,iste'mol,12,469406,toladi
AP000418,A000418,2024-11-14,10877582,kredit_karta,60,1859133,toladi
AP000419,A000419,2025-01-07,4421618,iste'mol,60,0,toladi
AP000420,A000420,2024-05-17,3517103,kredit_karta,24,0,toladi
AP000421,A000421,2024-05-24,50452551,ipoteka,36,0,toladi
AP000422,A000422,2024-12-15,24965638,kredit_karta,24,0,toladi
AP000423,A000423,2024-12-07,9740424,ta'lim,36,0,toladi
AP000424,A000424,2024-10-04,14541758,ta'lim,24,344312,toladi
AP000425,A000425,2024-11-18,43785464,avto,60,0,toladi
AP000426,A000426,2024-08-24,12898296,avto,24,2456621,toladi
AP000427,A000427,2024-09-28,7232538,mikrobiznes,6,271295,toladi
AP000428,A000428,2024-11-25,10586350,ta'lim,12,0,toladi
AP000429,A000429,2024-05-03,8013099,avto,6,0,toladi
AP000430,A000430,2025-02-18,1147340,iste'mol,36,248856,toladi
AP000431,A000431,2024-09-26,5714364,ta'lim,24,2424523,toladi
AP000432,A000432,2024-09-10,108413005,avto,60,0,toladi
AP000433,A000433,2024-08-26,15435960,iste'mol,12,0,toladi
AP000434,A000434,2024-07-30,15191249,mikrobiznes,60,0,toladi
AP000435,A000435,2024-10-09,12789817,avto,60,0,toladi
AP000436,A000436,2024-05-01,18244663,mikrobiznes,12,0,toladi
AP000437,A000437,2024-04-13,6576146,avto,60,0,toladi
AP000438,A000438,2024-12-22,18924815,ipoteka,60,456257,toladi
AP000439,A000439,2024-09-14,24308171,avto,60,125327,toladi
AP000440,A000440,2024-05-20,22399725,kredit_karta,12,665252,toladi
AP000441,A000441,2024-11-17,7771863,avto,60,0,toladi
AP000442,A000442,2024-12-19,7846750,ta'lim,12,3923485,toladi
AP000443,A000443,2024-08-29,49998252,ipoteka,60,0,defolt
AP000444,A000444,2025-01-16,13024372,kredit_karta,60,2814141,toladi
AP000445,A000445,2024-12-17,21108547,kredit_karta,36,1233675,toladi
AP000446,A000446,2024-07-04,14130048,ta'lim,12,3652916,defolt
AP000447,A000447,2024-08-24,44743887,ipoteka,12,397878,toladi
AP000448,A000448,2024-08-13,9840164,ipoteka,60,0,toladi
AP000449,A000449,2024-12-22,11096304,kredit_karta,24,0,toladi
AP000450,A000450,2024-06-01,5694208,kredit_karta,36,0,toladi
AP000451,A000451,2024-09-09,11428149,ta'lim,36,1284991,toladi
AP000452,A000452,2025-02-21,13475951,ta'lim,12,1102470,defolt
AP000453,A000453,2024-12-19,21967020,ipoteka,6,4216866,toladi
AP000454,A000454,2024-07-13,10214449,avto,6,3175635,defolt
AP000455,A000455,2024-06-22,26933477,ipoteka,12,1412618,toladi
AP000456,A000456,2024-06-10,7573463,mikrobiznes,6,606502,toladi
AP000457,A000457,2024-11-03,25348717,mikrobiznes,6,2416695,toladi
AP000458,A000458,2025-02-04,15667079,mikrobiznes,24,0,toladi
AP000459,A000459,2025-01-30,12977078,kredit_karta,36,0,toladi
AP000460,A000460,2024-11-04,74421726,ipoteka,12,590238,toladi
AP000461,A000461,2024-04-24,16322906,kredit_karta,6,0,toladi
AP000462,A000462,2024-08-24,54667256,iste'mol,6,2494978,toladi
AP000463,A000463,2024-10-13,29991531,avto,6,0,toladi
AP000464,A000464,2024-10-20,15170460,ta'lim,12,0,toladi
AP000465,A000465,2024-06-16,11205712,ipoteka,24,0,toladi
AP000466,A000466,2024-08-15,59450140,kredit_karta,12,425587,toladi
AP000467,A000467,2024-10-04,65318758,ipoteka,12,0,defolt
AP000468,A000468,2024-05-29,26507804,kredit_karta,24,0,toladi
AP000469,A000469,2024-06-04,5297963,kredit_karta,36,0,toladi
AP000470,A000470,2024-11-05,20405482,ipoteka,60,0,toladi
AP000471,A000471,2024-09-25,7283501,mikrobiznes,6,708872,toladi
AP000472,A000472,2024-08-29,7916459,iste'mol,24,621049,toladi
AP000473,A000473,2024-09-01,28448473,ipoteka,12,0,toladi
AP000474,A000474,2024-08-10,11865512,mikrobiznes,60,623634,toladi
AP000475,A000475,2024-10-16,9776881,iste'mol,12,1125595,toladi
AP000476,A000476,2024-08-03,29409218,ta'lim,24,0,toladi
AP000477,A000477,2024-08-17,29513534,kredit_karta,24,3942505,toladi
AP000478,A000478,2024-09-23,32019910,iste'mol,6,699225,toladi
AP000479,A000479,2024-08-13,10960931,kredit_karta,6,3034347,toladi
AP000480,A000480,2024-05-01,39776733,ta'lim,36,0,toladi
AP000481,A000481,2024-08-20,8441643,avto,60,0,defolt
AP000482,A000482,2024-10-24,6135649,mikrobiznes,24,645017,toladi
AP000483,A000483,2024-04-11,4337007,mikrobiznes,12,0,toladi
AP000484,A000484,2024-10-05,13582156,ta'lim,36,999704,toladi
AP000485,A000485,2025-01-03,9121858,ta'lim,12,13616526,defolt
AP000486,A000486,2024-04-20,76840112,avto,60,994051,toladi
AP000487,A000487,2024-09-01,39457699,kredit_karta,36,6028951,defolt
AP000488,A000488,2024-11-21,4470876,mikrobiznes,12,8532185,toladi
AP000489,A000489,2024-12-23,9482398,avto,36,0,toladi
AP000490,A000490,2024-07-30,19918443,avto,12,760905,toladi
AP000491,A000491,2024-10-09,18474277,mikrobiznes,36,0,toladi
AP000492,A000492,2024-12-01,14065761,ta'lim,60,596103,toladi
AP000493,A000493,2024-08-16,53580320,avto,24,643648,defolt
AP000494,A000494,2025-02-18,72796117,mikrobiznes,12,0,toladi
AP000495,A000495,2024-12-08,19834958,iste'mol,60,780810,toladi
AP000496,A000496,2024-11-09,20927597,iste'mol,36,0,toladi
AP000497,A000497,2024-09-24,19451948,avto,24,5898851,defolt
AP000498,A000498,2025-02-26,11298411,ipoteka,36,0,toladi
AP000499,A000499,2024-04-18,5347869,avto,12,3728984,toladi
AP000500,A000500,2024-08-06,15907156,avto,36,0,toladi
AP000501,A000501,2024-07-13,35170299,iste'mol,12,0,toladi
AP000502,A000502,2025-02-10,12667166,iste'mol,36,0,toladi
AP000503,A000503,2024-10-25,21296353,ipoteka,12,198620,toladi
AP000504,A000504,2025-01-20,28255280,iste'mol,6,795600,toladi
AP000505,A000505,2024-12-20,43001724,avto,24,2774948,toladi
AP000506,A000506,2024-12-13,8660787,kredit_karta,6,0,toladi
AP000507,A000507,2025-02-10,21077400,avto,36,1279252,toladi
AP000508,A000508,2024-08-30,6630882,ta'lim,6,0,toladi
AP000509,A000509,2024-08-01,13942999,ipoteka,60,624213,defolt
AP000510,A000510,2024-06-10,39913844,avto,6,0,toladi
AP000511,A000511,2024-04-21,11465010,avto,24,1529406,toladi
AP000512,A000512,2024-04-07,12666057,ipoteka,36,0,toladi
AP000513,A000513,2024-09-05,63751251,mikrobiznes,6,1114492,toladi
AP000514,A000514,2024-12-12,23627245,avto,6,0,toladi
AP000515,A000515,2024-04-05,37251725,iste'mol,6,0,toladi
AP000516,A000516,2024-10-04,25253309,ipoteka,36,2185299,toladi
AP000517,A000517,2025-02-15,21644078,ipoteka,60,2205711,toladi
AP000518,A000518,2024-05-08,18759199,iste'mol,6,0,toladi
AP000519,A000519,2025-02-10,20208348,ta'lim,24,4901197,toladi
AP000520,A000520,2024-11-27,23797320,kredit_karta,60,69608,defolt
AP000521,A000521,2024-07-31,8167080,ta'lim,60,280842,toladi
AP000522,A000522,2024-06-09,15623045,ipoteka,6,1441574,toladi
AP000523,A000523,2024-12-19,14895026,mikrobiznes,6,0,toladi
AP000524,A000524,2024-05-21,13813839,mikrobiznes,6,3046358,defolt
AP000525,A000525,2024-04-15,18822986,avto,12,918678,toladi
AP000526,A000526,2025-01-24,40705125,iste'mol,36,471398,toladi
AP000527,A000527,2025-02-22,6233739,ta'lim,36,177895,toladi
AP000528,A000528,2024-09-05,6587996,mikrobiznes,6,0,toladi
AP000529,A000529,2024-06-12,14868321,kredit_karta,36,1408515,defolt
AP000530,A000530,2024-10-22,3376792,mikrobiznes,12,2204482,defolt
AP000531,A000531,2024-12-22,14668307,ta'lim,6,3676224,toladi
AP000532,A000532,2024-10-24,6418231,iste'mol,12,4076827,toladi
AP000533,A000533,2024-12-02,22925847,avto,36,0,defolt
AP000534,A000534,2025-01-29,12067709,iste'mol,12,3246586,toladi
AP000535,A000535,2025-02-01,18544415,ta'lim,36,447014,toladi
AP000536,A000536,2024-11-20,19919056,iste'mol,6,0,toladi
AP000537,A000537,2024-11-13,14176230,avto,36,0,toladi
AP000538,A000538,2025-02-05,10978807,kredit_karta,12,15453371,toladi
AP000539,A000539,2024-09-18,7314969,kredit_karta,36,220800,toladi
AP000540,A000540,2024-08-21,11917868,mikrobiznes,12,0,toladi
AP000541,A000541,2024-10-22,42487271,mikrobiznes,60,395627,toladi
AP000542,A000542,2024-04-24,59389565,avto,36,3629675,defolt
AP000543,A000543,2025-01-15,14970108,avto,24,3782571,toladi
AP000544,A000544,2024-11-04,11694785,iste'mol,12,0,toladi
AP000545,A000545,2024-08-09,7775685,mikrobiznes,6,98793,toladi
AP000546,A000546,2025-01-23,13315165,ipoteka,6,0,toladi
AP000547,A000547,2025-01-14,23275767,kredit_karta,24,0,toladi
AP000548,A000548,2024-08-16,3088429,ta'lim,36,0,toladi
AP000549,A000549,2024-10-22,13411840,iste'mol,12,0,toladi
AP000550,A000550,2024-08-14,17657092,ta'lim,36,0,toladi
AP000551,A000551,2024-06-05,42546351,iste'mol,12,1204579,toladi
AP000552,A000552,2024-06-26,15441093,mikrobiznes,6,1570831,defolt
AP000553,A000553,2024-11-05,31237911,iste'mol,6,1004829,toladi
AP000554,A000554,2024-06-15,31863009,kredit_karta,24,213306,toladi
AP000555,A000555,2024-04-11,13250016,avto,6,0,toladi
AP000556,A000556,2024-06-10,28076267,mikrobiznes,24,2972946,defolt
AP000557,A000557,2024-07-25,17763880,iste'mol,6,273687,toladi
AP000558,A000558,2024-11-17,39200022,avto,36,2510986,toladi
AP000559,A000559,2024-06-10,27028376,ipoteka,24,0,toladi
AP000560,A000560,2025-02-15,10353335,kredit_karta,12,0,toladi
AP000561,A000561,2025-01-14,17813860,iste'mol,36,0,toladi
AP000562,A000562,2024-12-01,1671140,ta'lim,36,0,toladi
AP000563,A000563,2024-08-13,53549054,avto,60,0,defolt
AP000564,A000564,2024-07-08,10234154,kredit_karta,12,2498915,toladi
AP000565,A000565,2024-05-28,15022281,mikrobiznes,24,0,toladi
AP000566,A000566,2025-01-22,23110655,ipoteka,36,1956847,toladi
AP000567,A000567,2025-02-12,6706548,ta'lim,36,4269944,defolt
AP000568,A000568,2024-06-02,12843063,kredit_karta,24,0,toladi
AP000569,A000569,2024-08-09,5318320,ipoteka,12,0,toladi
AP000570,A000570,2024-11-07,34191306,iste'mol,60,96326,toladi
AP000571,A000571,2024-08-08,12629473,kredit_karta,6,0,toladi
AP000572,A000572,2024-08-10,8103247,iste'mol,6,0,toladi
AP000573,A000573,2024-10-16,11667758,iste'mol,36,13600898,toladi
AP000574,A000574,2025-01-12,14501123,avto,24,0,defolt
AP000575,A000575,2024-04-18,18793995,ta'lim,12,820082,toladi
AP000576,A000576,2025-01-30,13518588,kredit_karta,36,382418,toladi
AP000577,A000577,2024-11-21,31883865,iste'mol,60,2621371,toladi
AP000578,A000578,2024-12-11,12999729,mikrobiznes,6,0,defolt
AP000579,A000579,2024-05-18,20275903,mikrobiznes,36,1410287,toladi
AP000580,A000580,2024-10-01,25095072,iste'mol,6,0,defolt
AP000581,A000581,2024-07-20,5076088,ipoteka,36,0,toladi
AP000582,A000582,2025-02-05,34340008,iste'mol,36,0,defolt
AP000583,A000583,2024-04-24,5381620,ta'lim,24,0,toladi
AP000584,A000584,2024-06-07,20095653,avto,60,3992372,toladi
AP000585,A000585,2025-01-01,12844692,ipoteka,6,446858,toladi
AP000586,A000586,2024-11-30,18098743,avto,12,0,toladi
AP000587,A000587,2025-02-05,13567938,kredit_karta,6,3015692,toladi
AP000588,A000588,2024-11-16,27733633,ta'lim,24,0,toladi
AP000589,A000589,2024-04-13,6718414,kredit_karta,24,246681,toladi
AP000590,A000590,2024-11-04,9783433,avto,36,0,toladi
AP000591,A000591,2024-09-22,23862296,avto,12,0,defolt
AP000592,A000592,2024-12-13,74462004,avto,6,0,toladi
AP000593,A000593,2024-04-26,62931197,ta'lim,36,0,toladi
AP000594,A000594,2024-10-15,27067985,kredit_karta,6,5054346,toladi
AP000595,A000595,2024-07-08,44504359,ta'lim,60,213861,toladi
AP000596,A000596,2024-07-01,11156608,avto,6,0,toladi
AP000597,A000597,2024-09-14,7949364,ipoteka,12,55706,toladi
AP000598,A000598,2024-06-09,40154127,iste'mol,24,1329286,toladi
AP000599,A000599,2024-06-10,36906860,kredit_karta,36,2273646,toladi
AP000600,A000600,2024-12-14,20133285,kredit_karta,6,0,toladi
AP000601,A000601,2025-02-04,20677360,avto,12,0,toladi
AP000602,A000602,2024-09-13,17493864,mikrobiznes,24,0,toladi
AP000603,A000603,2024-04-23,22730276,avto,6,0,toladi
AP000604,A000604,2024-11-09,32625358,iste'mol,60,0,toladi
AP000605,A000605,2024-11-28,20250444,ipoteka,36,0,toladi
AP000606,A000606,2024-11-13,8600590,ipoteka,6,805101,toladi
AP000607,A000607,2024-12-01,38123520,iste'mol,36,294376,toladi
AP000608,A000608,2025-02-18,11890954,iste'mol,12,864486,toladi
AP000609,A000609,2024-05-01,22511712,mikrobiznes,12,6681937,defolt
AP000610,A000610,2024-10-23,14202620,avto,36,1513343,toladi
AP000611,A000611,2024-05-12,35771211,ipoteka,24,0,toladi
AP000612,A000612,2024-12-18,9209303,iste'mol,6,3709712,defolt
AP000613,A000613,2024-11-03,8313272,ipoteka,24,534326,toladi
AP000614,A000614,2025-02-04,5319080,kredit_karta,6,0,toladi
AP000615,A000615,2024-09-03,15249213,ta'lim,36,0,toladi
AP000616,A000616,2024-07-20,7689418,kredit_karta,6,3336012,defolt
AP000617,A000617,2025-02-16,25047181,iste'mol,60,134067,toladi
AP000618,A000618,2024-12-06,20162909,mikrobiznes,36,6587740,toladi
AP000619,A000619,2024-04-07,32889654,ipoteka,12,1389063,toladi
AP000620,A000620,2024-04-11,7316169,mikrobiznes,36,361932,toladi
AP000621,A000621,2024-09-10,15892867,iste'mol,24,0,toladi
AP000622,A000622,2025-01-25,7176514,ipoteka,6,0,toladi
AP000623,A000623,2024-08-18,15101435,mikrobiznes,6,3131149,toladi
AP000624,A000624,2024-10-04,17046283,ipoteka,12,442809,toladi
AP000625,A000625,2024-10-25,33026072,avto,6,687717,toladi
AP000626,A000626,2024-12-20,9866219,ipoteka,24,0,toladi
AP000627,A000627,2024-06-30,13386740,ta'lim,36,1626705,toladi
AP000628,A000628,2024-05-01,13614613,iste'mol,60,605021,toladi
AP000629,A000629,2024-10-09,27539308,kredit_karta,6,338592,toladi
AP000630,A000630,2024-04-16,19700149,avto,12,0,toladi
AP000631,A000631,2024-10-14,21723153,kredit_karta,24,8148156,defolt
AP000632,A000632,2024-09-10,12552266,ipoteka,12,1109806,toladi
AP000633,A000633,2024-12-04,34981419,ta'lim,24,0,toladi
AP000634,A000634,2024-07-08,14577872,ta'lim,24,1113759,toladi
AP000635,A000635,2024-08-24,28698429,ta'lim,24,0,toladi
AP000636,A000636,2025-02-15,57165883,ipoteka,60,699336,toladi
AP000637,A000637,2024-08-20,12893924,ta'lim,60,442205,toladi
AP000638,A000638,2025-02-22,16840063,iste'mol,36,455163,toladi
AP000639,A000639,2024-11-30,167237475,iste'mol,60,0,toladi
AP000640,A000640,2024-11-15,17367038,ipoteka,12,889256,toladi
AP000641,A000641,2024-09-17,8110903,avto,6,0,toladi
AP000642,A000642,2025-02-20,2428337,avto,12,0,toladi
AP000643,A000643,2024-10-23,19302872,ta'lim,6,0,toladi
AP000644,A000644,2024-05-20,61167167,mikrobiznes,24,256150,toladi
AP000645,A000645,2024-10-10,14944194,mikrobiznes,6,0,toladi
AP000646,A000646,2025-01-29,7166023,kredit_karta,12,1380498,toladi
AP000647,A000647,2024-10-02,22305181,mikrobiznes,12,0,toladi
AP000648,A000648,2024-12-19,6552603,kredit_karta,60,9143383,toladi
AP000649,A000649,2025-02-23,5694706,ta'lim,6,0,toladi
AP000650,A000650,2025-02-13,5464098,mikrobiznes,12,1418886,toladi
AP000651,A000651,2024-05-23,15864232,kredit_karta,60,0,toladi
AP000652,A000652,2024-04-15,8604019,ta'lim,12,2784927,toladi
AP000653,A000653,2024-09-08,41405754,avto,24,0,defolt
AP000654,A000654,2024-12-03,8398028,mikrobiznes,60,0,toladi
AP000655,A000655,2024-07-05,17284264,kredit_karta,12,0,toladi
AP000656,A000656,2025-01-06,46325448,ipoteka,60,0,toladi
AP000657,A000657,2024-11-16,11231945,avto,60,142895,toladi
AP000658,A000658,2024-07-24,10358126,ta'lim,36,0,toladi
AP000659,A000659,2024-12-13,15939963,ipoteka,60,566826,toladi
AP000660,A000660,2024-10-09,13632084,ta'lim,36,0,toladi
AP000661,A000661,2024-12-10,5552604,iste'mol,12,1082964,toladi
AP000662,A000662,2025-01-13,15095192,ipoteka,12,0,toladi
AP000663,A000663,2024-11-03,10105640,iste'mol,12,0,toladi
AP000664,A000664,2024-08-15,24843695,kredit_karta,12,13611117,defolt
AP000665,A000665,2024-12-01,6001601,iste'mol,12,2942967,toladi
AP000666,A000666,2024-10-07,5964454,kredit_karta,12,1041175,toladi
AP000667,A000667,2024-09-09,80520622,avto,6,0,toladi
AP000668,A000668,2024-08-24,57114565,ipoteka,36,284132,toladi
AP000669,A000669,2024-09-23,8186367,avto,6,1906161,toladi
AP000670,A000670,2024-07-05,30199300,ipoteka,24,412663,toladi
AP000671,A000671,2024-07-30,39146076,mikrobiznes,60,0,defolt
AP000672,A000672,2025-01-02,12940293,mikrobiznes,24,571457,toladi
AP000673,A000673,2025-01-30,30102923,iste'mol,24,609735,toladi
AP000674,A000674,2024-11-13,9925396,avto,36,1493021,toladi
AP000675,A000675,2025-01-20,11152929,ipoteka,6,0,toladi
AP000676,A000676,2025-01-21,20335433,kredit_karta,36,0,toladi
AP000677,A000677,2024-11-26,30904637,mikrobiznes,36,1556507,toladi
AP000678,A000678,2024-04-26,5102522,ta'lim,12,0,toladi
AP000679,A000679,2024-11-22,17336314,iste'mol,6,147249,toladi
AP000680,A000680,2025-01-17,16663806,ipoteka,6,6205486,toladi
AP000681,A000681,2024-05-10,14571852,kredit_karta,12,498429,toladi
AP000682,A000682,2024-08-29,25076311,ta'lim,12,4805256,toladi
AP000683,A000683,2025-01-11,16122093,ta'lim,36,9255108,toladi
AP000684,A000684,2024-05-08,41348717,kredit_karta,6,236955,toladi
AP000685,A000685,2025-01-12,21436463,mikrobiznes,6,963576,defolt
AP000686,A000686,2024-08-09,4999863,avto,24,599811,toladi
AP000687,A000687,2024-06-17,50971358,avto,24,1110897,toladi
AP000688,A000688,2024-08-21,20689273,ta'lim,36,596051,toladi
AP000689,A000689,2024-10-20,20082452,kredit_karta,24,1066429,toladi
AP000690,A000690,2024-12-10,68154071,iste'mol,12,1106036,toladi
AP000691,A000691,2025-01-27,11660364,ipoteka,36,5494695,toladi
AP000692,A000692,2024-07-07,9930903,ipoteka,60,3915405,toladi
AP000693,A000693,2024-12-05,33950369,ta'lim,6,746860,toladi
AP000694,A000694,2024-12-28,35869560,kredit_karta,6,0,toladi
AP000695,A000695,2024-07-09,19707860,ta'lim,12,2651364,toladi
AP000696,A000696,2024-07-18,11054218,mikrobiznes,6,0,toladi
AP000697,A000697,2024-08-18,22618450,kredit_karta,36,0,defolt
AP000698,A000698,2024-04-27,9484118,avto,36,0,toladi
AP000699,A000699,2024-06-02,6283154,iste'mol,24,564527,toladi
AP000700,A000700,2024-05-09,9483334,mikrobiznes,12,2444054,defolt
AP000701,A000701,2025-02-10,96972335,ipoteka,12,0,toladi
AP000702,A000702,2024-10-25,5570838,ipoteka,12,0,toladi
AP000703,A000703,2024-11-21,19924306,kredit_karta,6,10586471,toladi
AP000704,A000704,2025-02-07,11227161,ipoteka,24,0,toladi
AP000705,A000705,2024-11-27,12174474,ipoteka,12,71576,toladi
AP000706,A000706,2024-11-06,10832376,ipoteka,6,0,toladi
AP000707,A000707,2024-08-29,23294766,ipoteka,36,0,toladi
AP000708,A000708,2024-08-15,13931177,ta'lim,12,105990,toladi
AP000709,A000709,2024-06-23,14033793,ipoteka,36,0,toladi
AP000710,A000710,2024-12-07,14327441,kredit_karta,60,372970,toladi
AP000711,A000711,2024-08-01,7398895,avto,6,0,toladi
AP000712,A000712,2024-06-04,21347021,avto,12,1066147,toladi
AP000713,A000713,2024-05-25,6325782,iste'mol,60,0,toladi
AP000714,A000714,2024-08-20,16087428,iste'mol,36,8296523,toladi
AP000715,A000715,2024-06-07,26220424,iste'mol,12,2555686,toladi
AP000716,A000716,2024-06-16,25908501,iste'mol,12,0,toladi
AP000717,A000717,2024-06-12,23803634,kredit_karta,60,312288,toladi
AP000718,A000718,2024-04-25,8578015,avto,12,5354651,toladi
AP000719,A000719,2024-08-04,24546858,ta'lim,36,0,defolt
AP000720,A000720,2024-09-12,10080686,kredit_karta,6,139919,toladi
AP000721,A000721,2024-10-27,9084801,ta'lim,24,517767,toladi
AP000722,A000722,2024-06-14,27579796,ipoteka,24,10389287,defolt
AP000723,A000723,2024-07-08,8328125,mikrobiznes,60,0,toladi
AP000724,A000724,2024-10-21,12005367,ta'lim,60,0,toladi
AP000725,A000725,2024-05-12,11418771,ipoteka,6,0,toladi
AP000726,A000726,2024-11-01,29275444,iste'mol,36,819409,toladi
AP000727,A000727,2024-11-30,8211935,iste'mol,60,6872174,defolt
AP000728,A000728,2024-06-15,43053260,kredit_karta,12,660664,toladi
AP000729,A000729,2024-07-25,9354061,avto,6,0,toladi
AP000730,A000730,2024-06-17,14648950,iste'mol,6,0,toladi
AP000731,A000731,2025-01-10,24901779,mikrobiznes,6,0,toladi
AP000732,A000732,2025-02-09,17960200,ta'lim,6,0,defolt
AP000733,A000733,2024-10-14,7011154,mikrobiznes,60,0,toladi
AP000734,A000734,2024-12-17,4780690,kredit_karta,24,1693604,toladi
AP000735,A000735,2024-08-06,13662262,kredit_karta,36,561555,toladi
AP000736,A000736,2025-01-15,8807931,ta'lim,6,0,toladi
AP000737,A000737,2025-02-08,25972561,mikrobiznes,24,2133831,toladi
AP000738,A000738,2024-11-13,15188633,kredit_karta,6,234338,toladi
AP000739,A000739,2024-04-08,9879579,avto,24,0,toladi
AP000740,A000740,2024-10-17,25422155,kredit_karta,60,0,toladi
AP000741,A000741,2024-11-07,4592092,ipoteka,36,3974640,defolt
AP000742,A000742,2024-05-06,32816846,iste'mol,60,0,toladi
AP000743,A000743,2024-12-05,36274598,ta'lim,60,0,defolt
AP000744,A000744,2024-10-10,15252382,kredit_karta,12,2095981,toladi
AP000745,A000745,2024-12-13,49507815,kredit_karta,6,0,toladi
AP000746,A000746,2024-09-19,17356424,avto,12,877018,toladi
AP000747,A000747,2024-08-23,12959337,ipoteka,6,1033610,toladi
AP000748,A000748,2024-10-10,6598879,mikrobiznes,12,174779,toladi
AP000749,A000749,2024-04-21,20423886,ta'lim,6,0,toladi
AP000750,A000750,2024-08-20,15237264,ipoteka,60,641260,toladi
AP000751,A000751,2024-07-30,13985998,kredit_karta,6,0,toladi
AP000752,A000752,2024-10-21,6546584,avto,12,1030687,toladi
AP000753,A000753,2024-08-03,49687351,ta'lim,60,2744318,toladi
AP000754,A000754,2024-05-28,15845423,ta'lim,60,0,defolt
AP000755,A000755,2024-09-14,45250628,mikrobiznes,6,1446137,toladi
AP000756,A000756,2024-09-26,15431159,ipoteka,36,206368,toladi
AP000757,A000757,2025-01-28,30813936,mikrobiznes,36,0,toladi
AP000758,A000758,2025-02-09,13814822,iste'mol,36,0,toladi
AP000759,A000759,2024-11-20,6232700,mikrobiznes,12,0,toladi
AP000760,A000760,2024-04-23,14155123,ipoteka,60,6796714,toladi
AP000761,A000761,2024-05-07,14089208,iste'mol,36,397293,toladi
AP000762,A000762,2024-12-07,7651609,ipoteka,12,0,toladi
AP000763,A000763,2024-06-26,36484462,kredit_karta,36,0,toladi
AP000764,A000764,2025-02-14,23053361,iste'mol,6,694566,toladi
AP000765,A000765,2025-01-21,16882879,ipoteka,24,0,toladi
AP000766,A000766,2025-02-08,14909549,ta'lim,6,909669,toladi
AP000767,A000767,2025-01-24,40395664,ipoteka,6,3151918,toladi
AP000768,A000768,2025-02-26,33563796,mikrobiznes,60,0,toladi
AP000769,A000769,2024-12-03,28333669,iste'mol,36,0,toladi
AP000770,A000770,2024-08-03,13753934,kredit_karta,24,3361435,toladi
AP000771,A000771,2024-04-24,8726456,avto,24,0,toladi
AP000772,A000772,2024-05-28,9748897,ta'lim,6,0,toladi
AP000773,A000773,2024-06-24,11514093,ipoteka,60,0,toladi
AP000774,A000774,2024-07-21,20238582,avto,36,961624,toladi
AP000775,A000775,2024-07-22,18950129,ipoteka,24,1216778,toladi
AP000776,A000776,2024-06-13,7886985,avto,12,172491,toladi
AP000777,A000777,2024-08-22,7688741,iste'mol,6,815472,defolt
AP000778,A000778,2024-11-23,84813712,ta'lim,60,0,toladi
AP000779,A000779,2024-11-11,32327182,ipoteka,12,12808708,toladi
AP000780,A000780,2024-09-14,11027747,ipoteka,12,0,defolt
AP000781,A000781,2025-01-23,20464789,mikrobiznes,36,1526227,toladi
AP000782,A000782,2024-10-15,15993379,iste'mol,60,554780,toladi
AP000783,A000783,2024-11-30,44880341,iste'mol,36,4275979,defolt
AP000784,A000784,2024-10-04,27736116,avto,6,0,toladi
AP000785,A000785,2024-05-06,11306515,mikrobiznes,12,1974063,toladi
AP000786,A000786,2024-06-10,9834302,ipoteka,12,0,toladi
AP000787,A000787,2024-07-21,36076472,mikrobiznes,24,0,toladi
AP000788,A000788,2025-01-07,30029223,ipoteka,24,0,toladi
AP000789,A000789,2025-02-08,19447350,ipoteka,60,447517,toladi
AP000790,A000790,2024-11-04,7706246,mikrobiznes,36,7350168,toladi
AP000791,A000791,2024-10-16,35871634,mikrobiznes,6,0,defolt
AP000792,A000792,2024-08-29,4420680,ta'lim,6,0,toladi
AP000793,A000793,2024-05-20,26040623,ta'lim,36,577744,defolt
AP000794,A000794,2024-09-15,18917876,iste'mol,6,0,toladi
AP000795,A000795,2024-06-12,24436463,ta'lim,60,0,toladi
AP000796,A000796,2025-02-10,25999073,iste'mol,36,0,defolt
AP000797,A000797,2024-08-11,21485259,mikrobiznes,36,1265536,toladi
