applicant_id,oy,kirim,chiqim,naqd_yechish,oy_oxiri_qoldiq
A000306,2024-12,11288551,6927739,2247573,192417
A000306,2024-12,11835210,9579361,1419405,440569
A000306,2025-01,11269967,5771185,3592825,70356
A000307,2024-03,2826612,2434607,275559,134456
A000307,2024-04,2607640,2166877,753741,117863
A000307,2024-05,2545321,1467657,770957,249992
A000307,2024-06,2723627,2577184,1079679,937804
A000307,2024-07,2594248,2437041,355816,407007
A000307,2024-08,2601651,1485710,314720,344285
A000307,2024-09,2709890,2315700,825693,163348
A000307,2024-10,2706064,2056247,653443,871638
A000307,2024-11,2605362,2142936,1041421,828801
A000307,2024-12,2790777,2098871,9032,761689
A000307,2024-12,2555989,2151104,283592,24156
A000307,2025-01,2771366,2551467,227220,448633
A000308,2024-03,1933859,1412907,501417,541436
A000308,2024-04,2247828,1446257,863625,0
A000308,2024-05,1583526,1423977,507757,195038
A000308,2024-06,2379842,1272758,66185,150131
A000308,2024-07,2441539,2148316,818073,14739
A000308,2024-08,2320341,1786459,385381,0
A000308,2024-09,2242936,1108258,618861,389266
A000308,2024-10,3999148,3614400,1002759,765239
A000308,2024-11,2776958,1703936,843542,906449
A000308,2024-12,2763680,1257154,870321,520510
A000308,2024-12,2029159,1747661,32546,597018
A000308,2025-01,1040900,893851,137672,175590
A000309,2024-03,13302791,6354822,3453937,3478932
A000309,2024-04,12126952,6061872,653599,497569
A000309,2024-05,13125617,8628250,1231423,2344327
A000309,2024-06,12916331,8119377,3190051,0
A000309,2024-07,13380871,7334094,628728,0
A000309,2024-08,12446103,9528056,3789040,397154
A000309,2024-09,12625132,7173262,467601,1096086
A000309,2024-10,13026455,9331363,3541,340143
A000309,2024-11,12840301,9235777,4816907,3657579
A000309,2024-12,13205873,7023402,3831015,413217
A000309,2024-12,12666264,7848147,788552,0
A000309,2025-01,13455183,9568223,1862182,2457415
A000310,2024-03,7004351,4292983,122034,302505
A000310,2024-04,3941201,3115451,112446,456901
A000310,2024-05,5024543,4563053,1366804,909564
A000310,2024-06,4745760,4061886,237777,1102177
A000310,2024-07,2106479,1578275,603090,368130
A000310,2024-08,5726230,4154343,1933752,1353711
A000310,2024-09,4769497,3485042,1525407,534023
A000310,2024-10,5002894,2836933,1273829,288406
A000310,2024-11,2381271,2066710,485994,58995
A000310,2024-12,5604701,3076941,178083,673958
A000310,2024-12,4569933,4052737,344576,252086
A000310,2025-01,3984024,1928291,387159,0
A000311,2024-03,1915801,1001907,453086,417402
A000311,2024-04,2018151,1709563,42372,652784
A000311,2024-05,1955900,1764182,282706,0
A000311,2024-06,1864363,998709,329708,459351
A000311,2024-07,1922512,877542,520884,145205
A000311,2024-08,1974417,1790816,215335,234784
A000311,2024-09,1920537,1658806,467332,619810
A000311,2024-10,1957166,1393117,382638,561486
A000311,2024-11,1941627,1685620,431188,383278
A000311,2024-12,1876945,1246784,162338,172869
A000311,2024-12,1958197,1475340,263883,0
A000311,2025-01,1990830,1435022,462566,543401
A000312,2024-03,11094355,9027858,4369832,0
A000312,2024-04,10881046,10181646,1632671,1080584
A000312,2024-05,10951576,8979342,3085082,74588
A000312,2024-06,11221259,5992376,603977,2619544
A000312,2024-07,10515935,7451656,1345236,1630617
A000312,2024-08,10982805,9439001,2569108,3558448
A000312,2024-09,10754437,8339575,684155,3173647
A000312,2024-10,11440019,9290784,352070,454896
A000312,2024-11,10717342,8701199,1492992,1938988
A000312,2024-12,11000113,6184789,1446299,0
A000312,2024-12,11251991,10270825,1625995,3170068
A000312,2025-01,10386376,9268281,3844600,1499123
A000313,2024-03,818043,688136,318544,29416
A000313,2024-04,1320917,759602,351190,328277
A000313,2024-05,756584,540138,156201,0
A000313,2024-06,988564,899384,367452,323236
A000313,2024-07,953289,682588,108822,51988
A000313,2024-08,1133289,540139,222905,0
A000313,2024-09,1389130,1224330,342726,441800
A000313,2024-10,1089795,494049,208840,0
A000313,2024-11,1146084,969884,328125,0
A000313,2024-12,934319,709948,49586,176497
A000313,2024-12,1248604,610568,343765,47576
A000313,2025-01,1040381,619607,266306,77986
A000314,2024-03,603194,401271,6953,132073
A000314,2024-04,636414,374887,204706,98864
A000314,2024-05,785198,698392,1774,121665
A000314,2024-06,227636,133051,19036,68481
A000314,2024-07,594770,486897,164194,0
A000314,2024-08,661040,521389,37502,199319
A000314,2024-09,551789,461691,160925,0
A000314,2024-10,634964,503237,92966,168212
A000314,2024-11,661332,451079,111446,26879
A000314,2024-12,738146,508126,101798,80831
A000314,2024-12,648580,403223,84012,117317
A000314,2025-01,670306,308219,316,198401
A000315,2024-03,3667249,2613565,566806,547732
A000315,2024-04,4563803,4326591,1171481,548495
A000315,2024-05,3956348,2856241,1055306,712629
A000315,2024-06,4635774,3923036,286369,733865
A000315,2024-07,3652699,3240582,580303,931949
A000315,2024-08,2288694,1545722,760613,225376
A000315,2024-09,3596514,2228129,590924,1103821
A000315,2024-10,7285898,4687009,2482653,1750618
A000315,2024-11,3465602,2559668,1023656,1016109
A000315,2024-12,3602387,1858327,641082,1246062
A000315,2024-12,2677080,2274505,992687,688890
A000315,2025-01,4027362,3302662,940402,110720
A000316,2024-03,2423906,1167677,436379,75155
A000316,2024-04,2652178,2414139,861029,130628
A000316,2024-05,2411731,1987456,619136,826508
A000316,2024-06,2604565,1320663,644973,812666
A000316,2024-07,2524570,2058895,686353,288071
A000316,2024-08,2633095,2346792,540085,238135
A000316,2024-09,2405170,2082125,626078,153566
A000316,2024-10,2652451,1518831,109404,375907
A000316,2024-11,2670271,1996444,23400,573020
A000316,2024-12,2575594,2351028,905239,133455
A000316,2024-12,2670684,1793365,488362,792674
A000316,2025-01,2404772,2186319,863540,623718
A000317,2024-03,15954879,12921372,1951164,3666760
A000317,2024-04,16379036,14338456,894308,5144273
A000317,2024-05,16650207,8676150,3619777,625648
A000317,2024-06,17374805,9230048,3556160,6029469
A000317,2024-07,17527479,8972005,998207,2877474
A000317,2024-08,17543640,8779072,1134821,4443093
A000317,2024-09,16530773,14476246,3011109,4833078
A000317,2024-10,17146483,12605795,4910140,2935230
A000317,2024-11,16348838,9457917,2722195,3250038
A000317,2024-12,16947781,8704398,1008672,5486488
A000317,2024-12,17028304,15875652,2046353,3975526
A000317,2025-01,16999601,11861558,2390917,0
A000318,2024-03,1999058,1083181,568239,56817
A000318,2024-04,2074223,1611986,276966,690126
A000318,2024-05,1969456,1465227,456332,673415
A000318,2024-06,1120828,1014076,366331,19408
A000318,2024-07,1860842,1651026,125585,197514
A000318,2024-08,2167454,1421565,423505,652549
A000318,2024-09,1840670,1164290,733080,268117
A000318,2024-10,2153301,1861943,687645,130259
A000318,2024-11,1722656,1089417,380621,112702
A000318,2024-12,3124558,2389786,635267,1017915
A000318,2024-12,2650520,1894295,231146,134374
A000318,2025-01,3181649,2287406,1200660,1013631
A000319,2024-03,11235468,9224896,4359459,555988
A000319,2024-04,11257275,5383226,1371530,3505379
A000319,2024-05,11228359,8589468,3214922,688621
A000319,2024-06,11116734,7883735,1927837,2851486
A000319,2024-07,11157301,8128205,660615,2617535
A000319,2024-08,11491241,6053634,4578798,1717956
A000319,2024-09,10919424,7737752,1009543,464141
A000319,2024-10,10916935,5048406,45195,0
A000319,2024-11,10744307,9993860,2039278,1003638
A000319,2024-12,11137050,8649112,2240039,1453777
A000319,2024-12,10947837,8722900,3287484,1698444
A000319,2025-01,11324084,10725035,3700575,2301784
A000320,2024-03,9433584,8413411,1921016,0
A000320,2024-04,10249648,7868228,152648,1390439
A000320,2024-05,9445488,6547743,542311,2956683
A000320,2024-06,9799579,6368320,2601310,0
A000320,2024-07,9738564,8687496,2007419,2352844
A000320,2024-08,10115327,7479616,2917326,449452
A000320,2024-09,9345166,8047863,3143399,750994
A000320,2024-10,9939848,6971869,3484949,677555
A000320,2024-11,9414178,8757468,1493042,2760783
A000320,2024-12,10268257,7900681,60644,3176592
A000320,2024-12,9446111,5394719,664664,0
A000320,2025-01,9582617,7617086,2009962,894973
A000321,2024-03,5246962,2668112,800187,1218229
A000321,2024-04,6659141,3701309,2482548,634690
A000321,2024-05,5855175,2884981,755558,926983
A000321,2024-06,5211542,3744502,1356244,358168
A000321,2024-07,6961499,3566248,2403374,1434618
A000321,2024-08,7634706,4382807,1720509,631091
A000321,2024-09,5576087,3308817,2097401,117433
A000321,2024-10,11256521,8004163,1987522,794439
A000321,2024-11,4114810,2069590,1453270,59466
A000321,2024-12,6069247,3058915,1663317,1036891
A000321,2024-12,6147225,5470186,1874281,1115005
A000321,2025-01,6777756,4331168,1186017,116305
A000322,2024-03,4434151,2178177,1684729,994092
A000322,2024-04,4349473,2801556,296541,968118
A000322,2024-05,4347242,3441628,1200313,505201
A000322,2024-06,4360011,3130278,281310,0
A000322,2024-07,4420620,3890760,1034055,1075446
A000322,2024-08,4247770,2126518,485565,0
A000322,2024-09,4147988,2257167,4398,0
A000322,2024-10,4420727,4019495,127029,330619
A000322,2024-11,4217707,3007328,838262,1275689
A000322,2024-12,4346368,2049002,717550,990230
A000322,2024-12,4039801,3349682,1228377,550772
A000322,2025-01,4159796,2331324,335499,576241
A000323,2024-03,3231453,2472361,93830,0
A000323,2024-04,3447417,2010929,670238,812333
A000323,2024-05,3310923,2210830,213638,555812
A000323,2024-06,3268309,2086721,216955,713800
A000323,2024-07,3206482,1704203,808117,174892
A000323,2024-08,3352170,2718442,738349,953783
A000323,2024-09,3305855,1556694,453645,38292
A000323,2024-10,3267694,2330833,1220438,1020612
A000323,2024-11,3520020,3059470,596544,719531
A000323,2024-12,3411870,2052655,747960,0
A000323,2024-12,3270232,2955612,30192,377567
A000323,2025-01,3505953,2377315,836163,416412
A000324,2024-03,8620589,4536868,2929569,2617762
A000324,2024-04,9258730,4627709,1312028,2074460
A000324,2024-05,8960585,4608833,333392,319047
A000324,2024-06,8744900,4620416,1969988,2569535
A000324,2024-07,8943001,8211265,3286091,1223848
A000324,2024-08,9246756,5872600,1090462,0
A000324,2024-09,8567818,6779428,1182174,2232705
A000324,2024-10,8928436,4659487,1435578,1772172
A000324,2024-11,8542956,4444470,2817524,1231215
A000324,2024-12,8785464,7308748,2064921,1836654
A000324,2024-12,8927390,7961050,2042533,1515849
A000324,2025-01,8512520,6323340,1110292,2217607
A000325,2024-03,2343505,1615681,562099,288971
A000325,2024-04,2480836,1808367,848080,525705
A000325,2024-05,2305126,1665605,204102,744035
A000325,2024-06,2357281,2239274,359315,259434
A000325,2024-07,2300999,1322485,225981,522880
A000325,2024-08,2345109,2020005,612669,651325
A000325,2024-09,2237947,1021152,303717,275024
A000325,2024-10,2458359,1750828,954289,540784
A000325,2024-11,2285200,1351575,655108,0
A000325,2024-12,2360354,1288056,175546,439724
A000325,2024-12,2469021,1830885,432192,639752
A000325,2025-01,2470505,1369127,226697,224701
A000326,2024-03,2216571,1711192,629761,657882
A000326,2024-04,2871664,2291113,1018272,240230
A000326,2024-05,2765868,1484728,1031815,516136
A000326,2024-06,3798620,2221275,228442,770402
A000326,2024-07,2385601,1213148,302861,681826
A000326,2024-08,1924732,968954,616530,593561
A000326,2024-09,2525999,1961357,484236,673104
A000326,2024-10,1258917,631156,271714,0
A000326,2024-11,2202170,2075423,177954,397994
A000326,2024-12,2066755,1080159,453756,500222
A000326,2024-12,2435493,1359436,625992,494976
A000326,2025-01,2049802,1841906,404798,150981
A000327,2024-03,2806191,2011819,617758,454921
A000327,2024-04,2360945,1805808,757976,420390
A000327,2024-05,1928860,1119714,270592,49998
A000327,2024-06,2277778,1592139,399438,0
A000327,2024-07,2095528,1927360,786151,677533
A000327,2024-08,3219219,2253593,431535,216079
A000327,2024-09,2438836,1618217,139388,129340
A000327,2024-10,4052244,3700973,1147849,780939
A000327,2024-11,1935011,1615424,645258,0
A000327,2024-12,2666024,1476420,510935,217375
A000327,2024-12,2683354,1225312,239540,865806
A000327,2025-01,2258944,2094372,800564,468052
A000328,2024-03,11678338,10531919,3827989,966262
A000328,2024-04,9772103,8698723,2008047,0
A000328,2024-05,6050745,3949815,951481,1820154
A000328,2024-06,3819675,1865036,378488,1083010
A000328,2024-07,8635038,6338550,835311,136874
A000328,2024-08,15454093,9631381,763127,3529202
A000328,2024-09,17467618,11744428,6985332,1946743
A000328,2024-10,11572202,10948817,848996,3167572
A000328,2024-11,13486102,10611773,4100762,82607
A000328,2024-12,10083237,9447337,811288,2312996
A000328,2024-12,12236522,5925165,4162882,3366313
A000328,2025-01,11966684,6739357,2787071,3578486
A000329,2024-03,4872054,2484714,118534,0
A000329,2024-04,4585769,2586217,1673437,1290693
A000329,2024-05,3953268,3309842,1106835,194271
A000329,2024-06,5643543,2952680,1154529,505613
A000329,2024-07,4170485,3396691,435544,479072
A000329,2024-08,4539455,2702199,379483,529832
A000329,2024-09,5287818,3631852,841963,1785464
A000329,2024-10,4319621,2070946,1684543,456915
A000329,2024-11,5333418,4214585,1174103,1381593
A000329,2024-12,3557954,2949912,1395758,848530
A000329,2024-12,3321790,2066306,60138,641247
A000329,2025-01,8205944,6027308,2508200,887483
A000330,2024-03,3859891,3657239,1072288,263252
A000330,2024-04,5144326,3674851,848957,1148654
A000330,2024-05,2020011,991883,750485,169291
A000330,2024-06,4266796,2534303,44290,717189
A000330,2024-07,8131026,3706378,3139567,2050564
A000330,2024-08,4863338,2875582,1511160,1213222
A000330,2024-09,3732929,1782175,1132545,348083
A000330,2024-10,4047055,3481327,1468181,530773
A000330,2024-11,5584002,2855819,938919,1172095
A000330,2024-12,4588993,2236323,945043,1585395
A000330,2024-12,4011210,2023978,868213,786835
A000330,2025-01,4748864,3402513,846979,1414365
A000331,2024-03,4561043,3091280,1256147,927978
A000331,2024-04,4471332,3847336,563335,776902
A000331,2024-05,4704448,4012921,794788,1340324
A000331,2024-06,4749189,3918895,613562,1650562
A000331,2024-07,4741390,2726208,1017306,787406
A000331,2024-08,4398122,3039409,1285536,546485
A000331,2024-09,4328703,2176809,1382211,989238
A000331,2024-10,4393340,3397722,1238223,165095
A000331,2024-11,4778086,3080470,1854233,975695
A000331,2024-12,4308020,2702418,1605658,576772
A000331,2024-12,4504512,3042741,1047338,0
A000331,2025-01,4672454,2600630,1549127,731272
A000332,2024-03,6152899,2919373,810692,1853981
A000332,2024-04,2921390,1752584,802345,718497
A000332,2024-05,3643458,1659167,118355,733793
A000332,2024-06,3317002,2966579,777159,499527
A000332,2024-07,2637191,1547155,91031,102547
A000332,2024-08,3700173,3367444,1318076,689626
A000332,2024-09,3326088,3157654,1138284,685930
A000332,2024-10,3809521,2770006,445492,1098708
A000332,2024-11,3016506,1881783,791833,0
A000332,2024-12,2697301,2072433,274339,385051
A000332,2024-12,3638286,2019822,1411282,421748
A000332,2025-01,3353479,2117166,1082872,114160
A000333,2024-03,2262082,2083658,295785,447230
A000333,2024-04,2390842,1456926,677114,39668
A000333,2024-05,2322868,1570475,263742,783830
A000333,2024-06,2410759,2025355,121542,336251
A000333,2024-07,2287366,1295512,689208,132422
A000333,2024-08,2375894,1552605,201354,256255
A000333,2024-09,2390684,2234658,91037,0
A000333,2024-10,2280895,1452326,710943,233747
A000333,2024-11,2266928,1888211,410148,0
A000333,2024-12,2211781,1075075,82243,235080
A000333,2024-12,2353947,1476291,455193,651606
A000333,2025-01,2373165,1879833,290720,430955
A000334,2024-03,4858678,3896890,472151,1083364
A000334,2024-04,4969353,4673837,1544775,1487852
A000334,2024-05,4868194,3423855,361505,222617
A000334,2024-06,4804762,3990541,1295965,1159957
A000334,2024-07,4903582,2231973,1553730,1447540
A000334,2024-08,4775118,3883109,1430773,170530
A000334,2024-09,4994195,4512404,1680785,1137837
A000334,2024-10,4874553,2578646,1627076,1249486
A000334,2024-11,5035352,3608265,1264146,977325
A000334,2024-12,4787795,4198963,568475,1135119
A000334,2024-12,4840913,3795388,1299910,1422422
A000334,2025-01,4696441,3782165,402984,948692
A000335,2024-03,13389891,11626747,2619921,3005851
A000335,2024-04,13557636,9372345,1097566,1407038
A000335,2024-05,13045017,11804913,4302600,4547073
A000335,2024-06,13545270,11874306,1871393,251181
A000335,2024-07,16232273,14945846,1918747,2690501
A000335,2024-08,13777301,10734966,3560713,82189
A000335,2024-09,16937318,8119651,5593792,0
A000335,2024-10,13480870,7031202,1161624,2083346
A000335,2024-11,22736270,19886695,3235759,564379
A000335,2024-12,20643888,12043060,2655549,4470426
A000335,2024-12,14005798,11959418,1119576,4144953
A000335,2025-01,17881374,14894194,5706289,1397788
A000336,2024-03,4943783,3402298,1268608,158943
A000336,2024-04,4801841,3302928,1047129,977437
A000336,2024-05,4786683,2926081,166537,173202
A000336,2024-06,4660132,4273355,1033106,1538996
A000336,2024-07,4948278,2500691,630230,1218190
A000336,2024-08,4935256,2396624,452143,444697
A000336,2024-09,4901837,3946750,539325,0
A000336,2024-10,5055229,3985161,1468936,72058
A000336,2024-11,5063633,3771747,8984,211971
A000336,2024-12,5053787,4503736,1146241,1721312
A000336,2024-12,5035087,4189406,1574455,635871
A000336,2025-01,5019701,2322232,641704,112693
A000337,2024-03,8757191,7197042,423780,2091985
A000337,2024-04,5009161,3156842,1413376,16266
A000337,2024-05,6829340,6107799,2643826,1976895
A000337,2024-06,5335386,5025812,329538,1410134
A000337,2024-07,8943883,5939569,2286311,403479
A000337,2024-08,5630588,5131451,167096,252947
A000337,2024-09,5076553,4000142,852155,1489493
A000337,2024-10,5311892,4025989,1669803,0
A000337,2024-11,1962677,1405903,208984,89348
A000337,2024-12,5784256,4214746,1170392,1536961
A000337,2024-12,9296979,7985022,3311329,2841581
A000337,2025-01,1829608,1297443,246570,192635
A000338,2024-03,5327497,3623523,906073,1479793
A000338,2024-04,5323283,3565588,1748756,212206
A000338,2024-05,5277982,4027907,1865744,1501362
A000338,2024-06,5058532,3629746,1397428,1481159
A000338,2024-07,5194141,3204204,1483484,211521
A000338,2024-08,5281643,3158269,1873551,0
A000338,2024-09,5328293,3974695,981899,0
A000338,2024-10,5380524,2973569,1514173,1272542
A000338,2024-11,5413978,3144277,597080,1358837
A000338,2024-12,5392791,4476945,604087,37653
A000338,2024-12,5161487,2781322,1403414,0
A000338,2025-01,4977481,3551803,1912581,705656
A000339,2024-03,4661375,2237040,1708839,1004027
A000339,2024-04,5012381,2944570,1129299,570639
A000339,2024-05,4287737,2559881,714689,605876
A000339,2024-06,5545479,3434142,1699906,745224
A000339,2024-07,4609205,2674269,1081849,1593627
A000339,2024-08,6915385,6473177,2247131,1715936
A000339,2024-09,3798616,3140328,881408,1122640
A000339,2024-10,3883711,2639908,894009,735311
A000339,2024-11,5124019,3177365,1643083,52424
A000339,2024-12,4184951,2188277,258477,0
A000339,2024-12,4603127,3751877,346988,1064798
A000339,2025-01,4252181,3688284,1275367,288378
A000340,2024-03,1597194,1514748,49768,127388
A000340,2024-04,1731445,1569605,686620,542047
A000340,2024-05,1729479,1460595,215108,177451
A000340,2024-06,1584871,962734,629115,446977
A000340,2024-07,1724247,1588005,483720,440006
A000340,2024-08,1594733,769950,3939,195513
A000340,2024-09,1632211,1098296,79247,207687
A000340,2024-10,1603029,994176,137383,0
A000340,2024-11,1715806,1020424,672324,0
A000340,2024-12,1601970,1216950,37090,427050
A000340,2024-12,1700891,1449622,239551,41180
A000340,2025-01,1688590,1144959,395140,154744
A000341,2024-03,7811036,4164437,1281095,2612544
A000341,2024-04,7953273,3590594,1863355,2244770
A000341,2024-05,7899828,5029135,513501,2169043
A000341,2024-06,7852345,4331508,2204651,0
A000341,2024-07,8338977,6647791,3091778,0
A000341,2024-08,8285357,6206869,784254,0
A000341,2024-09,7637490,6506161,2428328,9889
A000341,2024-10,7666317,3739501,2451375,51154
A000341,2024-11,8017813,5090051,352524,1805061
A000341,2024-12,8278815,4849823,1409600,315849
A000341,2024-12,7726350,6720650,672336,0
A000341,2025-01,8123161,6803150,607665,2330395
A000342,2024-03,4322827,2275253,884174,1447880
A000342,2024-04,5220129,3507995,664417,486978
A000342,2024-05,6158744,4769666,2406587,2100678
A000342,2024-06,4922973,2617567,1296424,798966
A000342,2024-07,6512588,4010574,790371,211587
A000342,2024-08,2648550,1273917,922279,841038
A000342,2024-09,5172781,2482101,1187509,1591644
A000342,2024-10,6278357,2867465,737147,1954490
A000342,2024-11,5625256,4520689,490849,25738
A000342,2024-12,1940490,1228618,338621,513820
A000342,2024-12,5933575,4284633,1453220,1754672
A000342,2025-01,5443624,3980132,1621577,649122
A000343,2024-03,3642008,2516916,1371812,386696
A000343,2024-04,4522477,3212065,119404,328434
A000343,2024-05,4083767,3005753,913996,655743
A000343,2024-06,2977893,2360524,172164,536769
A000343,2024-07,3870208,3315287,683033,18817
A000343,2024-08,1850528,1058668,68558,296415
A000343,2024-09,3706748,1798051,1461477,863549
A000343,2024-10,2973133,1484522,738730,452885
A000343,2024-11,3246064,2663444,1119465,29072
A000343,2024-12,4604845,2622933,1404612,749825
A000343,2024-12,3481789,2241268,227301,527853
A000343,2025-01,4555905,4002319,133956,150343
A000344,2024-03,2902704,1613922,991386,473742
A000344,2024-04,2651779,1950421,646413,763161
A000344,2024-05,2816848,2090888,631235,619020
A000344,2024-06,2389155,1619743,557446,427025
A000344,2024-07,1439841,927279,307184,57607
A000344,2024-08,2343716,1833152,129529,132177
A000344,2024-09,2095073,1030729,236893,9446
A000344,2024-10,4367199,2128682,13888,658613
A000344,2024-11,975635,743210,271393,0
A000344,2024-12,1517056,1234752,112239,400271
A000344,2024-12,3919539,3632882,343283,866767
A000344,2025-01,2866448,1512554,233823,554695
A000345,2024-03,2344001,1595623,930834,104610
A000345,2024-04,2584413,1544542,155951,204189
A000345,2024-05,2718667,2400348,356524,654812
A000345,2024-06,3003118,2021463,660445,711812
A000345,2024-07,1509675,739569,388575,8656
A000345,2024-08,3065805,1554453,522224,501689
A000345,2024-09,1824372,906467,418455,586662
A000345,2024-10,3878313,2261500,461409,365806
A000345,2024-11,1872694,1106751,242859,473090
A000345,2024-12,3342193,1741651,1172164,0
A000345,2024-12,3279380,1589752,1307614,0
A000345,2025-01,2639356,1853647,417390,835245
A000346,2024-03,3077196,2417603,1025981,357389
A000346,2024-04,3288471,2053304,75569,32584
A000346,2024-05,3223488,3001661,1097091,794250
A000346,2024-06,3137801,2801207,1226618,293850
A000346,2024-07,2992825,2283453,964731,78007
A000346,2024-08,3114867,2325251,113892,0
A000346,2024-09,3093618,1607459,180278,575085
A000346,2024-10,3045925,1898540,1143219,856882
A000346,2024-11,2980319,2161497,782294,821244
A000346,2024-12,3049623,2224888,726100,368785
A000346,2024-12,3244508,1804552,333105,1044924
A000346,2025-01,3265732,3100783,327540,444943
A000347,2024-03,2282549,2130131,270265,663981
A000347,2024-04,2404324,1395908,451029,32598
A000347,2024-05,2255532,1707907,821586,0
A000347,2024-06,2247844,2036265,736393,508217
A000347,2024-07,2257924,1793392,734463,394756
A000347,2024-08,2417162,1703799,241780,121084
A000347,2024-09,2340745,1162876,715379,719629
A000347,2024-10,2247788,1170419,595754,657983
A000347,2024-11,2362501,1192212,59995,553654
A000347,2024-12,2426017,2212273,112514,201178
A000347,2024-12,2251902,1307083,331277,122031
A000347,2025-01,2343030,2057511,923925,473835
A000348,2024-03,3893548,3417425,1355054,1295452
A000348,2024-04,3906131,1967714,207784,699658
A000348,2024-05,3979892,3763286,1037042,846062
A000348,2024-06,3956609,3132665,1382206,204552
A000348,2024-07,3661526,2229074,309637,184061
A000348,2024-08,3627474,2450898,132013,995047
A000348,2024-09,3666304,1795386,1355169,1206257
A000348,2024-10,3848935,1798740,831583,547558
A000348,2024-11,3685594,2351608,1308215,0
A000348,2024-12,3574069,2689628,147245,396593
A000348,2024-12,3730570,3355324,1129342,1082402
A000348,2025-01,3802835,3539556,1392774,1205845
A000349,2024-03,3492419,2905471,1108214,0
A000349,2024-04,3444253,2633952,611618,1012839
A000349,2024-05,3368800,1989918,776827,890851
A000349,2024-06,3439717,2908821,24212,202713
A000349,2024-07,3650124,2405470,1006446,0
A000349,2024-08,3367177,2311587,887909,940067
A000349,2024-09,3673128,1990701,917336,13771
A000349,2024-10,3595666,2058436,326372,1112084
A000349,2024-11,3391904,2747676,1302410,1138504
A000349,2024-12,3332324,2987291,191344,429304
A000349,2024-12,3467026,2904063,349610,405550
A000349,2025-01,3311480,2842368,1286095,903599
A000350,2024-03,7106048,4236271,2284361,1815092
A000350,2024-04,6905308,4513154,1896020,2098121
A000350,2024-05,7622906,4098282,2572617,2410382
A000350,2024-06,7571928,6777830,966036,247814
A000350,2024-07,7573235,6630967,2361796,0
A000350,2024-08,7431846,3982627,134307,875726
A000350,2024-09,7275981,5073798,1158047,2004945
A000350,2024-10,7163423,5509709,1414336,2439010
A000350,2024-11,6856401,5800090,2669576,1147787
A000350,2024-12,7223943,6351259,2446130,788607
A000350,2024-12,7527261,4702313,1186822,280230
A000350,2025-01,7322632,4563930,123661,1585206
A000351,2024-03,4205166,2325142,67275,652784
A000351,2024-04,3893153,2300334,523063,1079548
A000351,2024-05,3887501,2220495,386415,1243026
A000351,2024-06,3937757,2268688,769241,463710
A000351,2024-07,4275379,2740245,1350722,255929
A000351,2024-08,4054319,2177047,1315661,887242
A000351,2024-09,4191583,3793784,439861,1329784
A000351,2024-10,3919161,2279143,1350639,37922
A000351,2024-11,3933586,1849791,103635,1082432
A000351,2024-12,4142801,2690207,643467,1185433
A000351,2024-12,4065519,3721781,1383549,235415
A000351,2025-01,4077392,2245720,27967,0
A000352,2024-03,6346741,4133275,1666381,346117
A000352,2024-04,6313632,3254494,188998,797659
A000352,2024-05,6154359,5504791,390391,2107369
A000352,2024-06,6302290,3064644,2236019,1268997
A000352,2024-07,6124246,3956113,1110044,695317
A000352,2024-08,6384871,4130511,2023650,320823
A000352,2024-09,6028833,2913841,1893860,2054981
A000352,2024-10,6320244,4082510,462423,0
A000352,2024-11,6505657,4419244,1937482,0
A000352,2024-12,6509195,4182645,1704105,1805406
A000352,2024-12,6339013,5188215,2466076,1711236
A000352,2025-01,6056161,4065622,1212450,197992
A000353,2024-03,8345334,4021531,766581,2171726
A000353,2024-04,8977273,5127556,2777261,1425045
A000353,2024-05,9145399,7824432,3397228,727516
A000353,2024-06,8951089,5555997,1876904,1753023
A000353,2024-07,9047842,5992175,1761258,344375
A000353,2024-08,8744952,4641296,584000,1724660
A000353,2024-09,8536132,5955938,921174,2307647
A000353,2024-10,8575769,7525731,437587,2316842
A000353,2024-11,8449194,5541004,2333514,849393
A000353,2024-12,9187273,6226849,2684154,3127210
A000353,2024-12,8776900,4787558,2675668,902118
A000353,2025-01,8644081,6555780,2525267,1737785
A000354,2024-03,3432398,2034688,749821,876324
A000354,2024-04,3508637,1634287,160911,857206
A000354,2024-05,3246257,2065679,581702,573407
A000354,2024-06,3560474,2867080,1237713,367710
A000354,2024-07,3316244,2445417,251866,825593
A000354,2024-08,3322318,3010467,486948,54614
A000354,2024-09,3526511,1715180,845756,0
A000354,2024-10,3583921,2632131,290413,183458
A000354,2024-11,3548462,1727535,154541,455503
A000354,2024-12,3245436,2871658,1164861,242625
A000354,2024-12,3507093,3301055,201474,0
A000354,2025-01,3345849,1677135,637862,1000261
A000355,2024-03,6056170,4326485,2375106,1462836
A000355,2024-04,8861924,5991704,3518766,0
A000355,2024-05,5689470,4169800,516277,1215790
A000355,2024-06,7134885,3886273,1995940,1407376
A000355,2024-07,7778967,6201358,1399017,1401470
A000355,2024-08,6441671,6043833,69060,0
A000355,2024-09,8812718,6847137,2602514,0
A000355,2024-10,6326381,4720286,363963,2032817
A000355,2024-11,7398403,4609573,2832455,798903
A000355,2024-12,5984495,4101712,2056626,1414103
A000355,2024-12,8636904,5785993,2710110,654885
A000355,2025-01,5683027,2921251,652312,0
A000356,2024-03,4400931,2897339,237570,740777
A000356,2024-04,4048639,2104766,1273869,1268250
A000356,2024-05,4712300,2499596,83863,828259
